"PassengerId","Survived"
1090,0.0710291344372229
1091,0.418335841027405
1092,0.568363695563352
1093,0.852613819015535
1094,0.39554448197143
1095,0.876404167690306
1096,0.0694675332073075
1097,0.206442298616972
1098,0.375973242835072
1099,0.0694968809082188
1100,0.929213168728118
1101,0.0773065341596078
1102,0.231451785756481
1103,0.151891617723475
1104,0.15375031725672
1105,0.623817354488357
1106,0.465580983006114
1107,0.225895154092859
1108,0.726741842001489
1109,0.333011136677415
1110,0.936149793492521
1111,0.102554652888473
1112,0.837480022362146
1113,0.0932273660431498
1114,0.868408632193231
1115,0.146338649041353
1116,0.82000885912356
1117,0.649472671424215
1118,0.12476581762576
1119,0.724617982565618
1120,0.0931702727793489
1121,0.14491975014368
1122,0.237198139573672
1123,0.944434265726355
1124,0.155650488916729
1125,0.105139011335013
1126,0.372762142608098
1127,0.0935199005275421
1128,0.372431121521327
1129,0.191174557614675
1130,0.80447973239817
1131,0.972688010896653
1132,0.778693358882206
1133,0.904577117317023
1134,0.37322057090621
1135,0.0861094796632369
1136,0.24733674735801
1137,0.354665212541862
1138,0.879297067177377
1139,0.0775001700373491
1140,0.931189327654487
1141,0.360754153677453
1142,0.862779524642546
1143,0.136837224965438
1144,0.519890609996476
1145,0.083113572524916
1146,0.24122954878354
1147,0.106523513584655
1148,0.116489088703461
1149,0.0853988621253227
1150,0.851269792537086
1151,0.115901163682398
1152,0.0543321622241188
1153,0.0925407750021368
1154,0.957452101416528
1155,0.836747392294561
1156,0.0899709528986073
1157,0.0812032500553742
1158,0.0946895880161735
1159,0.106523513584655
1160,0.423704216433508
1161,0.0950550481129043
1162,0.26856095159255
1163,0.116489088703461
1164,0.92669773390586
1165,0.55293746729735
1166,0.157009538952605
1167,0.898486458693301
1168,0.0697353746722756
1169,0.0772915291564575
1170,0.0649354101365319
1171,0.0808785982650036
1172,0.329072703024605
1173,0.887363564028973
1174,0.724617982565618
1175,0.389701703109912
1176,0.772242356046172
1177,0.0511804506679784
1178,0.107183978650965
1179,0.376049808069443
1180,0.146753431051585
1181,0.102554652888473
1182,0.229685609395115
1183,0.38577450345203
1184,0.146753431051585
1185,0.285625635865078
1186,0.12554407757686
1187,0.0807974529539249
1188,0.828452272692235
1189,0.160674813581294
1190,0.259767853543532
1191,0.177664877619285
1192,0.162079606611882
1193,0.182448536668938
1194,0.12845184925707
1195,0.0918000787585341
1196,0.724617982565618
1197,0.844233280215601
1198,0.547261722559722
1199,0.759492991068861
1200,0.321825836139185
1201,0.26702607595346
1202,0.115425001870341
1203,0.178575267935235
1204,0.106523513584655
1205,0.335068668841373
1206,0.962139933783648
1207,0.705448115681913
1208,0.409593204752592
1209,0.170990402804591
1210,0.161552671052016
1211,0.121574365321594
1212,0.12420927832414
1213,0.130605112070236
1214,0.0737650938729517
1215,0.625942779096844
1216,0.980012275022643
1217,0.116093999880103
1218,0.925110113044119
1219,0.215355265722532
1220,0.127788990249013
1221,0.0807488590443064
1222,0.91398891108684
1223,0.415011386819058
1224,0.157009538952605
1225,0.480715024724094
1226,0.137672013971619
1227,0.296679803811597
1228,0.272592576061913
1229,0.101980820116471
1230,0.183912755262975
1231,0.146753431051585
1232,0.146327483103787
1233,0.133808060347576
1234,0.21350401236399
1235,0.963362162153372
1236,0.521425734266751
1237,0.743327706230461
1238,0.0737650938729517
1239,0.377980778603167
1240,0.0633975857274026
1241,0.924178291276419
1242,0.975947557856715
1243,0.0694675332073075
1244,0.0990811316932096
1245,0.214215994975372
1246,0.775761246173443
1247,0.217949311311754
1248,0.935196441665176
1249,0.105139011335013
1250,0.116489088703461
1251,0.56670036902264
1252,0.0242123749956054
1253,0.955579043982526
1254,0.924178291276419
1255,0.184245020193655
1256,0.95223409712936
1257,0.361141397838477
1258,0.108278473874204
1259,0.484362825893836
1260,0.98090946261862
1261,0.165719478868256
1262,0.102461633040032
1263,0.98660945322773
1264,0.112002586043293
1265,0.166183835356526
1266,0.978964439678351
1267,0.964459593309863
1268,0.29985806285457
1269,0.0781496928139691
1270,0.195500684644604
1271,0.266371082889161
1272,0.116489088703461
1273,0.103733214233564
1274,0.478567043954308
1275,0.479096093626149
1276,0.211130815472701
1277,0.957418372042353
1278,0.11527723633823
1279,0.102817767092333
1280,0.103707884509675
1281,0.162875347720259
1282,0.345959288734976
1283,0.888924175823435
1284,0.407250395505729
1285,0.100705886497519
1286,0.121875536515253
1287,0.978840015782222
1288,0.0944257906342009
1289,0.984049422342745
1290,0.107443823217234
1291,0.117681131836841
1292,0.98473657327175
1293,0.0521441999506642
1294,0.991686700854255
1295,0.381989041598912
1296,0.350105660444291
1297,0.153506437841763
1298,0.102256965328224
1299,0.299859190117104
1300,0.735721789713564
1301,0.759726085306401
1302,0.724617982565618
1303,0.992935021499289
1304,0.536013843341608
1305,0.102554652888473
1306,0.983811614025848
1307,0.0512872711438339
1308,0.102554652888473
1309,0.312212207178577
